"Agent","AgentID","Cond","Qnum","Confidence","row"
"Human",57,"4c",8,100,3408
"Human",57,"4c",9,100,3409
"Human",57,"4c",10,100,3410
"Human",57,"4c",11,100,3411
"Human",57,"4c",12,100,3412
"Human",57,"4c",13,100,3413
"Human",57,"4c",14,100,3414
"Human",57,"4c",15,100,3415
"Human",57,"4c",16,100,3416
"Human",57,"4c",17,100,3417
"Human",57,"4c",18,100,3418
"Human",57,"4c",19,100,3419
"Human",57,"4c",20,100,3420
"Human",58,"op",1,30,3421
"Human",58,"op",2,100,3422
"Human",58,"op",3,0,3423
"Human",58,"op",4,0,3424
"Human",58,"op",5,80,3425
"Human",58,"op",6,100,3426
"Human",58,"op",7,50,3427
"Human",58,"op",8,0,3428
"Human",58,"op",9,0,3429
"Human",58,"op",10,20,3430
"Human",58,"op",11,95,3431
"Human",58,"op",12,0,3432
"Human",58,"op",13,10,3433
"Human",58,"op",14,2,3434
"Human",58,"op",15,30,3435
"Human",58,"op",16,20,3436
"Human",58,"op",17,20,3437
"Human",58,"op",18,60,3438
"Human",58,"op",19,0,3439
"Human",58,"op",20,1,3440
"Human",58,"2c",1,80,3441
"Human",58,"2c",2,100,3442
"Human",58,"2c",3,100,3443
"Human",58,"2c",4,10,3444
"Human",58,"2c",5,100,3445
"Human",58,"2c",6,100,3446
"Human",58,"2c",7,80,3447
"Human",58,"2c",8,0,3448
"Human",58,"2c",9,10,3449
"Human",58,"2c",10,100,3450
"Human",58,"2c",11,100,3451
"Human",58,"2c",12,10,3452
"Human",58,"2c",13,10,3453
"Human",58,"2c",14,10,3454
"Human",58,"2c",15,80,3455
"Human",58,"2c",16,10,3456
"Human",58,"2c",17,50,3457
"Human",58,"2c",18,50,3458
"Human",58,"2c",19,10,3459
"Human",58,"2c",20,10,3460
"Human",58,"4c",1,80,3461
"Human",58,"4c",2,100,3462
"Human",58,"4c",3,0,3463
"Human",58,"4c",4,0,3464
"Human",58,"4c",5,80,3465
"Human",58,"4c",6,100,3466
"Human",58,"4c",7,50,3467
"Human",58,"4c",8,0,3468
"Human",58,"4c",9,10,3469
"Human",58,"4c",10,100,3470
"Human",58,"4c",11,100,3471
"Human",58,"4c",12,10,3472
"Human",58,"4c",13,10,3473
"Human",58,"4c",14,6,3474
"Human",58,"4c",15,50,3475
"Human",58,"4c",16,50,3476
"Human",58,"4c",17,33,3477
"Human",58,"4c",18,33,3478
"Human",58,"4c",19,10,3479
"Human",58,"4c",20,25,3480
"Human",59,"op",1,100,3481
"Human",59,"op",2,80,3482
"Human",59,"op",3,10,3483
"Human",59,"op",4,100,3484
"Human",59,"op",5,100,3485
"Human",59,"op",6,100,3486
"Human",59,"op",7,100,3487
"Human",59,"op",8,30,3488
"Human",59,"op",9,100,3489
"Human",59,"op",10,100,3490
"Human",59,"op",11,100,3491
"Human",59,"op",12,50,3492
"Human",59,"op",13,100,3493
"Human",59,"op",14,100,3494
"Human",59,"op",15,100,3495
"Human",59,"op",16,50,3496
"Human",59,"op",17,10,3497
"Human",59,"op",18,30,3498
"Human",59,"op",19,100,3499
"Human",59,"op",20,80,3500
"Human",59,"2c",1,100,3501
"Human",59,"2c",2,100,3502
"Human",59,"2c",3,100,3503
"Human",59,"2c",4,100,3504
"Human",59,"2c",5,100,3505
"Human",59,"2c",6,50,3506
"Human",59,"2c",7,100,3507
"Human",59,"2c",8,50,3508
"Human",59,"2c",9,100,3509
"Human",59,"2c",10,100,3510
"Human",59,"2c",11,100,3511
"Human",59,"2c",12,100,3512
"Human",59,"2c",13,100,3513
"Human",59,"2c",14,100,3514
"Human",59,"2c",15,100,3515
"Human",59,"2c",16,50,3516
"Human",59,"2c",17,50,3517
"Human",59,"2c",18,100,3518
"Human",59,"2c",19,100,3519
"Human",59,"2c",20,100,3520
"Human",59,"4c",1,100,3521
"Human",59,"4c",2,100,3522
"Human",59,"4c",3,100,3523
"Human",59,"4c",4,100,3524
"Human",59,"4c",5,50,3525
"Human",59,"4c",6,100,3526
"Human",59,"4c",7,100,3527
"Human",59,"4c",8,50,3528
"Human",59,"4c",9,100,3529
"Human",59,"4c",10,100,3530
"Human",59,"4c",11,100,3531
"Human",59,"4c",12,100,3532
"Human",59,"4c",13,100,3533
"Human",59,"4c",14,100,3534
"Human",59,"4c",15,100,3535
"Human",59,"4c",16,50,3536
"Human",59,"4c",17,50,3537
"Human",59,"4c",18,50,3538
"Human",59,"4c",19,25,3539
"Human",59,"4c",20,50,3540
"Human",60,"op",1,80,3541
"Human",60,"op",2,30,3542
"Human",60,"op",3,100,3543
"Human",60,"op",4,80,3544
"Human",60,"op",5,50,3545
"Human",60,"op",6,100,3546
"Human",60,"op",7,100,3547
"Human",60,"op",8,100,3548
"Human",60,"op",9,100,3549
"Human",60,"op",10,100,3550
"Human",60,"op",11,100,3551
"Human",60,"op",12,0,3552
"Human",60,"op",13,100,3553
"Human",60,"op",14,100,3554
"Human",60,"op",15,50,3555
"Human",60,"op",16,50,3556
"Human",60,"op",17,30,3557
"Human",60,"op",18,100,3558
"Human",60,"op",19,30,3559
"Human",60,"op",20,10,3560
"Human",60,"2c",1,100,3561
"Human",60,"2c",2,100,3562
"Human",60,"2c",3,100,3563
"Human",60,"2c",4,100,3564
"Human",60,"2c",5,100,3565
"Human",60,"2c",6,50,3566
"Human",60,"2c",7,100,3567
"Human",60,"2c",8,50,3568
"Human",60,"2c",9,50,3569
"Human",60,"2c",10,100,3570
"Human",60,"2c",11,100,3571
"Human",60,"2c",12,100,3572
"Human",60,"2c",13,50,3573
"Human",60,"2c",14,50,3574
"Human",60,"2c",15,50,3575
"Human",60,"2c",16,50,3576
"Human",60,"2c",17,100,3577
"Human",60,"2c",18,50,3578
"Human",60,"2c",19,50,3579
"Human",60,"2c",20,50,3580
"Human",60,"4c",1,100,3581
"Human",60,"4c",2,80,3582
"Human",60,"4c",3,30,3583
"Human",60,"4c",4,50,3584
"Human",60,"4c",5,50,3585
"Human",60,"4c",6,100,3586
"Human",60,"4c",7,100,3587
"Human",60,"4c",8,30,3588
"Human",60,"4c",9,30,3589
"Human",60,"4c",10,100,3590
"Human",60,"4c",11,100,3591
"Human",60,"4c",12,100,3592
"Human",60,"4c",13,30,3593
"Human",60,"4c",14,30,3594
"Human",60,"4c",15,100,3595
"Human",60,"4c",16,50,3596
"Human",60,"4c",17,30,3597
"Human",60,"4c",18,20,3598
"Human",60,"4c",19,30,3599
"Human",60,"4c",20,30,3600
"Human",61,"op",1,100,3601
"Human",61,"op",2,100,3602
"Human",61,"op",3,0,3603
"Human",61,"op",4,50,3604
"Human",61,"op",5,100,3605
"Human",61,"op",6,100,3606
"Human",61,"op",7,100,3607
"Human",61,"op",8,30,3608
"Human",61,"op",9,100,3609
"Human",61,"op",10,100,3610
"Human",61,"op",11,100,3611
"Human",61,"op",12,50,3612
"Human",61,"op",13,0,3613
"Human",61,"op",14,50,3614
"Human",61,"op",15,10,3615
"Human",61,"op",16,50,3616
"Human",61,"op",17,50,3617
"Human",61,"op",18,0,3618
"Human",61,"op",19,100,3619
"Human",61,"op",20,60,3620
"Human",61,"2c",1,100,3621
"Human",61,"2c",2,100,3622
"Human",61,"2c",3,100,3623
"Human",61,"2c",4,100,3624
"Human",61,"2c",5,100,3625
"Human",61,"2c",6,100,3626
"Human",61,"2c",7,100,3627
"Human",61,"2c",8,50,3628
"Human",61,"2c",9,50,3629
"Human",61,"2c",10,100,3630
"Human",61,"2c",11,100,3631
"Human",61,"2c",12,50,3632
"Human",61,"2c",13,50,3633
"Human",61,"2c",14,100,3634
"Human",61,"2c",15,100,3635
"Human",61,"2c",16,50,3636
"Human",61,"2c",17,50,3637
"Human",61,"2c",18,50,3638
"Human",61,"2c",19,100,3639
"Human",61,"2c",20,100,3640
"Human",61,"4c",1,100,3641
"Human",61,"4c",2,100,3642
"Human",61,"4c",3,50,3643
"Human",61,"4c",4,100,3644
"Human",61,"4c",5,100,3645
"Human",61,"4c",6,100,3646
"Human",61,"4c",7,100,3647
"Human",61,"4c",8,33,3648
"Human",61,"4c",9,25,3649
"Human",61,"4c",10,100,3650
"Human",61,"4c",11,100,3651
"Human",61,"4c",12,100,3652
"Human",61,"4c",13,50,3653
"Human",61,"4c",14,100,3654
"Human",61,"4c",15,100,3655
"Human",61,"4c",16,50,3656
"Human",61,"4c",17,50,3657
"Human",61,"4c",18,25,3658
"Human",61,"4c",19,50,3659
"Human",61,"4c",20,100,3660
"Human",62,"op",1,60,3661
"Human",62,"op",2,50,3662
"Human",62,"op",3,0,3663
"Human",62,"op",4,78,3664
"Human",62,"op",5,100,3665
"Human",62,"op",6,100,3666
"Human",62,"op",7,100,3667
"Human",62,"op",8,40,3668
"Human",62,"op",9,0,3669
"Human",62,"op",10,10,3670
"Human",62,"op",11,100,3671
"Human",62,"op",12,0,3672
"Human",62,"op",13,0,3673
"Human",62,"op",14,60,3674
"Human",62,"op",15,0,3675
"Human",62,"op",16,10,3676
"Human",62,"op",17,20,3677
"Human",62,"op",18,0,3678
"Human",62,"op",19,10,3679
"Human",62,"op",20,20,3680
"Human",62,"2c",1,60,3681
"Human",62,"2c",2,100,3682
"Human",62,"2c",3,100,3683
"Human",62,"2c",4,60,3684
"Human",62,"2c",5,100,3685
"Human",62,"2c",6,100,3686
"Human",62,"2c",7,100,3687
"Human",62,"2c",8,80,3688
"Human",62,"2c",9,10,3689
"Human",62,"2c",10,50,3690
"Human",62,"2c",11,100,3691
"Human",62,"2c",12,60,3692
"Human",62,"2c",13,55,3693
"Human",62,"2c",14,50,3694
"Human",62,"2c",15,55,3695
"Human",62,"2c",16,60,3696
"Human",62,"2c",17,60,3697
"Human",62,"2c",18,55,3698
"Human",62,"2c",19,40,3699
"Human",62,"2c",20,30,3700
"Human",62,"4c",1,100,3701
"Human",62,"4c",2,60,3702
"Human",62,"4c",3,30,3703
"Human",62,"4c",4,100,3704
"Human",62,"4c",5,100,3705
"Human",62,"4c",6,100,3706
"Human",62,"4c",7,100,3707
"Human",62,"4c",8,70,3708
"Human",62,"4c",9,60,3709
"Human",62,"4c",10,20,3710
"Human",62,"4c",11,100,3711
"Human",62,"4c",12,60,3712
"Human",62,"4c",13,30,3713
"Human",62,"4c",14,80,3714
"Human",62,"4c",15,80,3715
"Human",62,"4c",16,20,3716
"Human",62,"4c",17,65,3717
"Human",62,"4c",18,60,3718
"Human",62,"4c",19,60,3719
"Human",62,"4c",20,100,3720
"Human",63,"op",1,50,3721
"Human",63,"op",2,10,3722
"Human",63,"op",3,0,3723
"Human",63,"op",4,0,3724
"Human",63,"op",5,70,3725
"Human",63,"op",6,10,3726
"Human",63,"op",7,30,3727
"Human",63,"op",8,10,3728
"Human",63,"op",9,10,3729
"Human",63,"op",10,80,3730
"Human",63,"op",11,0,3731
"Human",63,"op",12,10,3732
"Human",63,"op",13,0,3733
"Human",63,"op",14,50,3734
"Human",63,"op",15,50,3735
"Human",63,"op",16,30,3736
"Human",63,"op",17,50,3737
"Human",63,"op",18,0,3738
"Human",63,"op",19,0,3739
"Human",63,"op",20,20,3740
"Human",63,"2c",1,50,3741
"Human",63,"2c",2,50,3742
"Human",63,"2c",3,90,3743
"Human",63,"2c",4,30,3744
"Human",63,"2c",5,90,3745
"Human",63,"2c",6,70,3746
"Human",63,"2c",7,70,3747
"Human",63,"2c",8,90,3748
"Human",63,"2c",9,50,3749
"Human",63,"2c",10,50,3750
"Human",63,"2c",11,50,3751
"Human",63,"2c",12,50,3752
"Human",63,"2c",13,50,3753
"Human",63,"2c",14,50,3754
"Human",63,"2c",15,30,3755
"Human",63,"2c",16,30,3756
"Human",63,"2c",17,50,3757
"Human",63,"2c",18,50,3758
"Human",63,"2c",19,30,3759
"Human",63,"2c",20,50,3760
"Human",63,"4c",1,80,3761
"Human",63,"4c",2,50,3762
"Human",63,"4c",3,50,3763
"Human",63,"4c",4,30,3764
"Human",63,"4c",5,50,3765
"Human",63,"4c",6,50,3766
"Human",63,"4c",7,50,3767
"Human",63,"4c",8,30,3768
"Human",63,"4c",9,50,3769
"Human",63,"4c",10,80,3770
"Human",63,"4c",11,60,3771
"Human",63,"4c",12,60,3772
"Human",63,"4c",13,50,3773
"Human",63,"4c",14,80,3774
"Human",63,"4c",15,80,3775
"Human",63,"4c",16,50,3776
"Human",63,"4c",17,50,3777
"Human",63,"4c",18,50,3778
"Human",63,"4c",19,30,3779
"Human",63,"4c",20,80,3780
"Human",64,"op",1,100,3781
"Human",64,"op",2,100,3782
"Human",64,"op",3,50,3783
"Human",64,"op",4,50,3784
"Human",64,"op",5,50,3785
"Human",64,"op",6,100,3786
"Human",64,"op",7,100,3787
"Human",64,"op",8,50,3788
"Human",64,"op",9,10,3789
"Human",64,"op",10,10,3790
"Human",64,"op",11,100,3791
"Human",64,"op",12,50,3792
"Human",64,"op",13,10,3793
"Human",64,"op",14,50,3794
"Human",64,"op",15,100,3795
"Human",64,"op",16,50,3796
"Human",64,"op",17,50,3797
"Human",64,"op",18,10,3798
"Human",64,"op",19,100,3799
"Human",64,"op",20,100,3800
"Human",64,"2c",1,100,3801
"Human",64,"2c",2,100,3802
"Human",64,"2c",3,100,3803
"Human",64,"2c",4,100,3804
"Human",64,"2c",5,100,3805
"Human",64,"2c",6,100,3806
"Human",64,"2c",7,100,3807
"Human",64,"2c",8,100,3808
"Human",64,"2c",9,50,3809
"Human",64,"2c",10,50,3810
"Human",64,"2c",11,100,3811
"Human",64,"2c",12,100,3812
"Human",64,"2c",13,50,3813
"Human",64,"2c",14,50,3814
"Human",64,"2c",15,100,3815
"Human",64,"2c",16,50,3816
"Human",64,"2c",17,50,3817
"Human",64,"2c",18,50,3818
"Human",64,"2c",19,100,3819
"Human",64,"2c",20,100,3820
"Human",64,"4c",1,100,3821
"Human",64,"4c",2,100,3822
"Human",64,"4c",3,100,3823
"Human",64,"4c",4,100,3824
"Human",64,"4c",5,100,3825
"Human",64,"4c",6,100,3826
"Human",64,"4c",7,100,3827
"Human",64,"4c",8,100,3828
"Human",64,"4c",9,50,3829
"Human",64,"4c",10,50,3830
"Human",64,"4c",11,100,3831
"Human",64,"4c",12,100,3832
"Human",64,"4c",13,50,3833
"Human",64,"4c",14,100,3834
"Human",64,"4c",15,100,3835
"Human",64,"4c",16,50,3836
"Human",64,"4c",17,50,3837
"Human",64,"4c",18,50,3838
"Human",64,"4c",19,50,3839
"Human",64,"4c",20,100,3840
"Human",65,"op",1,80,3841
"Human",65,"op",2,30,3842
"Human",65,"op",3,20,3843
"Human",65,"op",4,15,3844
"Human",65,"op",5,50,3845
"Human",65,"op",6,80,3846
"Human",65,"op",7,60,3847
"Human",65,"op",8,40,3848
"Human",65,"op",9,80,3849
"Human",65,"op",10,100,3850
"Human",65,"op",11,98,3851
"Human",65,"op",12,75,3852
"Human",65,"op",13,20,3853
"Human",65,"op",14,90,3854
"Human",65,"op",15,80,3855
"Human",65,"op",16,50,3856
"Human",65,"op",17,65,3857
"Human",65,"op",18,60,3858
"Human",65,"op",19,30,3859
"Human",65,"op",20,75,3860
"Human",65,"2c",1,80,3861
"Human",65,"2c",2,95,3862
"Human",65,"2c",3,100,3863
"Human",65,"2c",4,80,3864
"Human",65,"2c",5,80,3865
"Human",65,"2c",6,80,3866
"Human",65,"2c",7,90,3867
"Human",65,"2c",8,85,3868
"Human",65,"2c",9,80,3869
"Human",65,"2c",10,100,3870
"Human",65,"2c",11,100,3871
"Human",65,"2c",12,100,3872
"Human",65,"2c",13,20,3873
"Human",65,"2c",14,100,3874
"Human",65,"2c",15,50,3875
"Human",65,"2c",16,50,3876
"Human",65,"2c",17,80,3877
"Human",65,"2c",18,20,3878
"Human",65,"2c",19,20,3879
"Human",65,"2c",20,20,3880
"Human",65,"4c",1,100,3881
"Human",65,"4c",2,80,3882
"Human",65,"4c",3,30,3883
"Human",65,"4c",4,20,3884
"Human",65,"4c",5,100,3885
"Human",65,"4c",6,95,3886
"Human",65,"4c",7,100,3887
"Human",65,"4c",8,25,3888
"Human",65,"4c",9,85,3889
"Human",65,"4c",10,100,3890
"Human",65,"4c",11,100,3891
"Human",65,"4c",12,100,3892
"Human",65,"4c",13,20,3893
"Human",65,"4c",14,100,3894
"Human",65,"4c",15,100,3895
"Human",65,"4c",16,20,3896
"Human",65,"4c",17,85,3897
"Human",65,"4c",18,20,3898
"Human",65,"4c",19,25,3899
"Human",65,"4c",20,80,3900
"Human",66,"op",1,100,3901
"Human",66,"op",2,100,3902
"Human",66,"op",3,99,3903
"Human",66,"op",4,100,3904
"Human",66,"op",5,100,3905
"Human",66,"op",6,100,3906
"Human",66,"op",7,100,3907
"Human",66,"op",8,50,3908
"Human",66,"op",9,50,3909
"Human",66,"op",10,100,3910
"Human",66,"op",11,100,3911
"Human",66,"op",12,80,3912
"Human",66,"op",13,30,3913
"Human",66,"op",14,30,3914
"Human",66,"op",15,50,3915
"Human",66,"op",16,50,3916
"Human",66,"op",17,50,3917
"Human",66,"op",18,80,3918
"Human",66,"op",19,95,3919
"Human",66,"op",20,70,3920
"Human",66,"2c",1,100,3921
"Human",66,"2c",2,100,3922
"Human",66,"2c",3,100,3923
"Human",66,"2c",4,100,3924
"Human",66,"2c",5,100,3925
"Human",66,"2c",6,100,3926
"Human",66,"2c",7,100,3927
"Human",66,"2c",8,50,3928
"Human",66,"2c",9,50,3929
"Human",66,"2c",10,100,3930
"Human",66,"2c",11,100,3931
"Human",66,"2c",12,95,3932
"Human",66,"2c",13,50,3933
"Human",66,"2c",14,90,3934
"Human",66,"2c",15,90,3935
"Human",66,"2c",16,90,3936
"Human",66,"2c",17,90,3937
"Human",66,"2c",18,100,3938
"Human",66,"2c",19,100,3939
"Human",66,"2c",20,95,3940
"Human",66,"4c",1,100,3941
"Human",66,"4c",2,100,3942
"Human",66,"4c",3,100,3943
"Human",66,"4c",4,100,3944
"Human",66,"4c",5,100,3945
"Human",66,"4c",6,100,3946
"Human",66,"4c",7,100,3947
"Human",66,"4c",8,50,3948
"Human",66,"4c",9,80,3949
"Human",66,"4c",10,100,3950
"Human",66,"4c",11,100,3951
"Human",66,"4c",12,100,3952
"Human",66,"4c",13,70,3953
"Human",66,"4c",14,90,3954
"Human",66,"4c",15,50,3955
"Human",66,"4c",16,50,3956
"Human",66,"4c",17,70,3957
"Human",66,"4c",18,100,3958
"Human",66,"4c",19,100,3959
"Human",66,"4c",20,90,3960
"Human",67,"op",1,100,3961
"Human",67,"op",2,100,3962
"Human",67,"op",3,20,3963
"Human",67,"op",4,100,3964
"Human",67,"op",5,100,3965
"Human",67,"op",6,100,3966
"Human",67,"op",7,100,3967
"Human",67,"op",8,20,3968
"Human",67,"op",9,50,3969
"Human",67,"op",10,100,3970
"Human",67,"op",11,100,3971
"Human",67,"op",12,30,3972
"Human",67,"op",13,100,3973
"Human",67,"op",14,30,3974
"Human",67,"op",15,100,3975
"Human",67,"op",16,20,3976
"Human",67,"op",17,10,3977
"Human",67,"op",18,0,3978
"Human",67,"op",19,50,3979
"Human",67,"op",20,80,3980
"Human",67,"2c",1,100,3981
"Human",67,"2c",2,100,3982
"Human",67,"2c",3,100,3983
"Human",67,"2c",4,100,3984
"Human",67,"2c",5,100,3985
"Human",67,"2c",6,100,3986
"Human",67,"2c",7,100,3987
"Human",67,"2c",8,70,3988
"Human",67,"2c",9,100,3989
"Human",67,"2c",10,100,3990
"Human",67,"2c",11,100,3991
"Human",67,"2c",12,60,3992
"Human",67,"2c",13,100,3993
"Human",67,"2c",14,70,3994
"Human",67,"2c",15,100,3995
"Human",67,"2c",16,70,3996
"Human",67,"2c",17,100,3997
"Human",67,"2c",18,30,3998
"Human",67,"2c",19,70,3999
"Human",67,"2c",20,100,4000
"Human",67,"4c",1,100,4001
"Human",67,"4c",2,100,4002
"Human",67,"4c",3,100,4003
"Human",67,"4c",4,100,4004
"Human",67,"4c",5,100,4005
"Human",67,"4c",6,100,4006
"Human",67,"4c",7,100,4007
"Human",67,"4c",8,50,4008
"Human",67,"4c",9,50,4009
"Human",67,"4c",10,100,4010
"Human",67,"4c",11,100,4011
"Human",67,"4c",12,50,4012
"Human",67,"4c",13,100,4013
"Human",67,"4c",14,70,4014
"Human",67,"4c",15,100,4015
"Human",67,"4c",16,50,4016
"Human",67,"4c",17,70,4017
"Human",67,"4c",18,50,4018
"Human",67,"4c",19,80,4019
"Human",67,"4c",20,100,4020
"Human",68,"op",1,99,4021
"Human",68,"op",2,10,4022
"Human",68,"op",3,1,4023
"Human",68,"op",4,1,4024
"Human",68,"op",5,30,4025
"Human",68,"op",6,70,4026
"Human",68,"op",7,40,4027
"Human",68,"op",8,10,4028
"Human",68,"op",9,40,4029
"Human",68,"op",10,10,4030
"Human",68,"op",11,0,4031
"Human",68,"op",12,40,4032
"Human",68,"op",13,40,4033
"Human",68,"op",14,40,4034
"Human",68,"op",15,10,4035
"Human",68,"op",16,40,4036
"Human",68,"op",17,10,4037
"Human",68,"op",18,50,4038
"Human",68,"op",19,30,4039
"Human",68,"op",20,20,4040
"Human",68,"2c",1,99,4041
"Human",68,"2c",2,50,4042
"Human",68,"2c",3,100,4043
"Human",68,"2c",4,60,4044
"Human",68,"2c",5,80,4045
"Human",68,"2c",6,50,4046
"Human",68,"2c",7,60,4047
"Human",68,"2c",8,50,4048
"Human",68,"2c",9,80,4049
"Human",68,"2c",10,60,4050
"Human",68,"2c",11,70,4051
"Human",68,"2c",12,80,4052
"Human",68,"2c",13,60,4053
"Human",68,"2c",14,70,4054
"Human",68,"2c",15,50,4055
"Human",68,"2c",16,50,4056
"Human",68,"2c",17,40,4057
"Human",68,"2c",18,60,4058
"Human",68,"2c",19,40,4059
"Human",68,"2c",20,40,4060
"Human",68,"4c",1,99,4061
"Human",68,"4c",2,40,4062
"Human",68,"4c",3,33,4063
"Human",68,"4c",4,25,4064
"Human",68,"4c",5,50,4065
"Human",68,"4c",6,50,4066
"Human",68,"4c",7,50,4067
"Human",68,"4c",8,50,4068
"Human",68,"4c",9,33,4069
"Human",68,"4c",10,33,4070
"Human",68,"4c",11,50,4071
"Human",68,"4c",12,50,4072
"Human",68,"4c",13,99,4073
"Human",68,"4c",14,99,4074
"Human",68,"4c",15,99,4075
"Human",68,"4c",16,33,4076
"Human",68,"4c",17,25,4077
"Human",68,"4c",18,50,4078
"Human",68,"4c",19,50,4079
"Human",68,"4c",20,50,4080
"Human",69,"op",1,100,4081
"Human",69,"op",2,90,4082
"Human",69,"op",3,20,4083
"Human",69,"op",4,30,4084
"Human",69,"op",5,50,4085
"Human",69,"op",6,80,4086
"Human",69,"op",7,100,4087
"Human",69,"op",8,30,4088
"Human",69,"op",9,10,4089
"Human",69,"op",10,80,4090
"Human",69,"op",11,100,4091
"Human",69,"op",12,50,4092
"Human",69,"op",13,50,4093
"Human",69,"op",14,10,4094
"Human",69,"op",15,80,4095
"Human",69,"op",16,20,4096
"Human",69,"op",17,60,4097
"Human",69,"op",18,0,4098
"Human",69,"op",19,20,4099
"Human",69,"op",20,50,4100
"Human",69,"2c",1,100,4101
"Human",69,"2c",2,100,4102
"Human",69,"2c",3,100,4103
"Human",69,"2c",4,50,4104
"Human",69,"2c",5,100,4105
"Human",69,"2c",6,100,4106
"Human",69,"2c",7,100,4107
"Human",69,"2c",8,30,4108
"Human",69,"2c",9,80,4109
"Human",69,"2c",10,100,4110
"Human",69,"2c",11,100,4111
"Human",69,"2c",12,90,4112
"Human",69,"2c",13,100,4113
"Human",69,"2c",14,60,4114
"Human",69,"2c",15,100,4115
"Human",69,"2c",16,60,4116
"Human",69,"2c",17,80,4117
"Human",69,"2c",18,50,4118
"Human",69,"2c",19,50,4119
"Human",69,"2c",20,100,4120
"Human",69,"4c",1,100,4121
"Human",69,"4c",2,100,4122
"Human",69,"4c",3,80,4123
"Human",69,"4c",4,60,4124
"Human",69,"4c",5,80,4125
"Human",69,"4c",6,100,4126
"Human",69,"4c",7,100,4127
"Human",69,"4c",8,40,4128
"Human",69,"4c",9,80,4129
"Human",69,"4c",10,100,4130
"Human",69,"4c",11,100,4131
"Human",69,"4c",12,90,4132
"Human",69,"4c",13,100,4133
"Human",69,"4c",14,90,4134
"Human",69,"4c",15,100,4135
"Human",69,"4c",16,60,4136
"Human",69,"4c",17,90,4137
"Human",69,"4c",18,60,4138
"Human",69,"4c",19,70,4139
"Human",69,"4c",20,100,4140
"Human",70,"op",1,100,4141
"Human",70,"op",2,100,4142
"Human",70,"op",3,70,4143
"Human",70,"op",4,100,4144
"Human",70,"op",5,30,4145
"Human",70,"op",6,100,4146
"Human",70,"op",7,50,4147
"Human",70,"op",8,10,4148
"Human",70,"op",9,100,4149
"Human",70,"op",10,100,4150
"Human",70,"op",11,80,4151
"Human",70,"op",12,50,4152
"Human",70,"op",13,100,4153
"Human",70,"op",14,60,4154
"Human",70,"op",15,100,4155
"Human",70,"op",16,40,4156
"Human",70,"op",17,30,4157
"Human",70,"op",18,40,4158
"Human",70,"op",19,10,4159
"Human",70,"op",20,60,4160
"Human",70,"2c",1,100,4161
"Human",70,"2c",2,70,4162
"Human",70,"2c",3,100,4163
"Human",70,"2c",4,30,4164
"Human",70,"2c",5,70,4165
"Human",70,"2c",6,80,4166
"Human",70,"2c",7,70,4167
"Human",70,"2c",8,60,4168
"Human",70,"2c",9,90,4169
"Human",70,"2c",10,100,4170
"Human",70,"2c",11,70,4171
"Human",70,"2c",12,90,4172
"Human",70,"2c",13,20,4173
"Human",70,"2c",14,60,4174
"Human",70,"2c",15,10,4175
"Human",70,"2c",16,60,4176
"Human",70,"2c",17,60,4177
"Human",70,"2c",18,80,4178
"Human",70,"2c",19,20,4179
"Human",70,"2c",20,40,4180
"Human",70,"4c",1,100,4181
"Human",70,"4c",2,70,4182
"Human",70,"4c",3,80,4183
"Human",70,"4c",4,70,4184
"Human",70,"4c",5,70,4185
"Human",70,"4c",6,90,4186
"Human",70,"4c",7,70,4187
"Human",70,"4c",8,60,4188
"Human",70,"4c",9,80,4189
"Human",70,"4c",10,90,4190
"Human",70,"4c",11,90,4191
"Human",70,"4c",12,90,4192
"Human",70,"4c",13,60,4193
"Human",70,"4c",14,90,4194
"Human",70,"4c",15,30,4195
"Human",70,"4c",16,50,4196
"Human",70,"4c",17,40,4197
"Human",70,"4c",18,80,4198
"Human",70,"4c",19,60,4199
"Human",70,"4c",20,70,4200
"Human",71,"op",1,100,4201
"Human",71,"op",2,100,4202
"Human",71,"op",3,100,4203
"Human",71,"op",4,80,4204
"Human",71,"op",5,60,4205
"Human",71,"op",6,100,4206
"Human",71,"op",7,100,4207
"Human",71,"op",8,30,4208
"Human",71,"op",9,0,4209
"Human",71,"op",10,100,4210
"Human",71,"op",11,100,4211
"Human",71,"op",12,50,4212
"Human",71,"op",13,70,4213
"Human",71,"op",14,100,4214
"Human",71,"op",15,50,4215
"Human",71,"op",16,30,4216
"Human",71,"op",17,30,4217
"Human",71,"op",18,30,4218
"Human",71,"op",19,60,4219
"Human",71,"op",20,70,4220
"Human",71,"2c",1,100,4221
"Human",71,"2c",2,100,4222
"Human",71,"2c",3,100,4223
"Human",71,"2c",4,80,4224
"Human",71,"2c",5,60,4225
"Human",71,"2c",6,100,4226
"Human",71,"2c",7,100,4227
"Human",71,"2c",8,30,4228
"Human",71,"2c",9,60,4229
"Human",71,"2c",10,100,4230
"Human",71,"2c",11,100,4231
"Human",71,"2c",12,60,4232
"Human",71,"2c",13,70,4233
"Human",71,"2c",14,70,4234
"Human",71,"2c",15,60,4235
"Human",71,"2c",16,50,4236
"Human",71,"2c",17,60,4237
"Human",71,"2c",18,70,4238
"Human",71,"2c",19,70,4239
"Human",71,"2c",20,70,4240
"Human",71,"4c",1,100,4241
"Human",71,"4c",2,100,4242
"Human",71,"4c",3,100,4243
"Human",71,"4c",4,100,4244
"Human",71,"4c",5,70,4245
